,userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount
0,-1,1,0,5007,1920,2175,0,0,0
1,-1,1,0,5007,1920,8576,0,0,0
2,-1,1,0,5007,1920,8578,0,0,0
3,-1,1,0,5007,1920,8981,0,0,0
4,-1,1,0,5007,1920,8982,0,0,0
5,-1,1,0,5007,1920,9857,0,0,0
6,-1,1,0,5007,1920,9858,0,0,0
7,-1,1,0,5007,1920,9860,0,0,0
8,-1,1,0,5007,1920,10130,0,0,0
9,-1,1,0,5007,1920,10131,0,0,0
10,-1,1,0,5007,1920,15331,0,0,0
11,-1,1,0,5007,1920,15332,0,0,0
12,-1,1,0,5007,1920,16296,0,0,0
13,-1,1,0,5007,1920,16366,0,0,0
14,-1,1,0,5007,1920,19423,0,0,0
15,-1,1,0,5007,1920,19848,0,0,0
16,-1,1,0,5007,1920,20259,0,0,0
17,-1,1,0,5007,1920,20261,0,0,0
18,-1,1,0,5007,1920,20262,0,0,0
19,-1,1,0,5007,1920,20263,0,0,0
20,-1,1,0,5007,1920,20264,0,0,0
21,-1,1,0,5007,1920,20485,0,0,0
22,-1,1,0,5007,1920,20487,0,0,0
23,-1,1,0,5007,1920,20489,0,0,0
24,-1,1,0,5007,1920,20490,0,0,0
25,-1,1,0,5007,1920,21497,0,0,0
26,-1,1,0,5007,1920,21795,0,0,0
27,-1,1,0,5007,1920,21856,0,0,0
28,-1,1,0,5007,1920,21860,0,0,0
29,-1,1,0,5007,1920,21861,0,0,0
30,-1,1,0,5007,1920,21862,0,0,0
31,-1,1,0,5007,1920,21864,0,0,0
32,-1,1,0,5007,1920,21876,0,0,0
33,-1,1,0,5007,1920,21878,0,0,0
34,-1,1,0,5007,1920,21882,0,0,0
35,-1,1,0,5007,1920,23847,0,0,0
36,-1,1,0,5007,1920,27148,0,0,0
37,-1,1,0,5007,1920,28215,0,0,0
38,-1,1,0,5007,1920,28223,0,0,0
39,-1,1,0,5007,1920,28240,0,0,0
40,-1,1,0,5007,1920,28260,0,0,0
41,-1,1,0,5007,1920,28263,0,0,0
42,-1,1,0,5007,1920,28267,0,0,0
43,-1,1,0,5007,1920,28269,0,0,0
44,-1,1,0,5007,1920,28275,0,0,0
45,-1,1,0,5007,1920,28277,0,0,0
46,-1,1,0,5007,1920,28279,0,0,0
47,-1,1,0,5007,1920,28281,0,0,0
48,-1,1,0,5007,1920,28296,0,0,0
49,-1,1,0,5007,1920,28304,0,0,0
50,-1,1,0,5007,1920,28324,0,0,0
51,-1,1,0,5007,1920,28331,0,0,0
52,-1,1,0,5007,1920,28333,0,0,0
53,-1,1,0,5007,1920,28335,0,0,0
54,-1,1,0,5007,1920,28410,0,0,0
55,-1,1,0,5007,1920,28452,0,0,0
56,-1,1,0,5007,1920,28534,0,0,0
57,-1,1,0,5007,1920,28791,0,0,0
58,-1,1,0,5007,1920,28899,0,0,0
59,-1,1,0,5007,1920,28926,0,0,0
60,-1,1,0,5007,1920,29930,0,0,0
61,-1,1,0,5007,1920,30453,0,0,0
62,-1,1,0,5007,1920,31753,0,0,0
63,-1,1,0,5007,1920,31778,0,0,0
64,-1,1,0,5007,1920,31826,0,0,0
65,-1,1,0,5007,1920,31827,0,0,0
66,-1,1,0,5007,1920,31982,0,0,0
67,-1,1,0,5007,1920,31986,0,0,0
68,-1,1,0,5007,1920,32513,0,0,0
69,-1,1,0,5007,1920,32710,0,0,0
70,-1,1,0,5007,1920,32803,0,0,0
71,-1,1,0,5007,1920,33252,0,0,0
72,-1,1,0,5007,1920,33597,0,0,0
73,-1,1,0,5007,1920,33728,0,0,0
74,-1,1,0,5007,1920,34887,0,0,0
75,-1,1,0,5007,1920,35243,0,0,0
76,-1,1,0,5007,1920,35250,0,0,0
77,-1,1,0,5007,1920,35772,0,0,0
78,-1,1,0,5007,1920,36189,0,0,0
79,-1,1,0,5007,1920,37548,0,0,0
80,-1,1,0,5007,1920,38341,0,0,0
81,-1,1,0,5007,1920,38472,0,0,0
82,-1,1,0,5007,1920,38516,0,0,0
83,-1,1,0,5007,1920,38518,0,0,0
84,-1,1,0,5007,1920,38822,0,0,0
85,-1,1,0,5007,1920,38850,0,0,0
86,-1,1,0,5007,1920,38859,0,0,0
87,-1,1,0,5007,1920,40430,0,0,0
88,-1,1,0,5007,1920,40432,0,0,0
89,-1,1,0,5007,1920,40437,0,0,0
90,-1,1,0,5007,1920,40439,0,0,0
91,-1,1,0,5007,1920,40520,0,0,0
92,-1,1,0,5007,1920,40522,0,0,0
93,-1,1,0,5007,1920,40689,0,0,0
94,-1,1,0,5007,1920,40835,0,0,0
95,-1,1,0,5007,1920,40842,0,0,0
96,-1,1,0,5007,1920,40900,0,0,0
97,-1,1,0,5007,1920,40901,0,0,0
98,-1,1,0,5007,1920,40914,0,0,0
99,-1,1,0,5007,1920,40943,0,0,0
100,-1,1,0,5007,1920,41298,0,0,0
101,-1,1,0,5007,1920,41310,0,0,0
102,-1,1,0,5007,1920,41311,0,0,0
103,-1,1,0,5007,1920,41458,0,0,0
104,-1,1,0,5007,1920,43067,0,0,0
105,-1,1,0,5007,1920,43800,0,0,0
106,-1,1,0,5007,1920,44691,0,0,0
107,-1,1,0,5007,1920,44692,0,0,0
108,-1,1,0,5007,1920,44693,0,0,0
109,-1,1,0,5007,1920,44694,0,0,0
110,-1,1,0,5007,1920,44695,0,0,0
111,-1,1,0,5007,1920,44809,0,0,0
112,-1,1,0,5007,1920,45195,0,0,0
113,-1,1,0,5007,1920,45494,0,0,0
114,-1,1,0,5007,1920,45727,0,0,0
115,-1,1,0,5007,1920,45901,0,0,0
116,-1,1,0,5007,1920,45902,0,0,0
117,-1,1,0,5007,1920,46132,0,0,0
118,-1,1,0,5007,1920,46731,0,0,0
119,-1,1,0,5007,1920,46786,0,0,0
120,-1,1,0,5007,1920,47547,0,0,0
121,-1,1,0,5007,1920,47833,0,0,0
122,-1,1,0,5007,1920,47850,0,0,0
123,5,6792,1145,662,5,6,152,29229,5
124,5,6792,1145,662,5,12,20,0,1
125,5,6792,1145,662,5,32,12,0,0
126,5,6792,1145,662,5,49,6,0,0
127,5,6792,1145,662,5,64,6,0,0
128,5,6792,1145,662,5,76,22,0,3
129,5,6792,1145,662,5,83,2,0,0
130,5,6792,1145,662,5,96,4,0,0
131,5,6792,1145,662,5,103,28,1990,6
132,5,6792,1145,662,5,108,14,0,1
133,5,6792,1145,662,5,125,75,29261,2
134,5,6792,1145,662,5,126,26,0,4
135,5,6792,1145,662,5,131,23,0,0
136,5,6792,1145,662,5,139,21,0,2
137,5,6792,1145,662,5,197,9,0,1
138,5,6792,1145,662,5,199,4,0,0
139,5,6792,1145,662,5,217,6,0,4
140,5,6792,1145,662,5,299,8,0,0
141,5,6792,1145,662,5,306,8,0,2
142,5,6792,1145,662,5,314,11,0,1
143,5,6792,1145,662,5,329,11,0,0
144,5,6792,1145,662,5,398,14,0,1
145,5,6792,1145,662,5,423,156,64481,7
146,5,6792,1145,662,5,433,40,0,0
147,5,6792,1145,662,5,504,4,0,0
148,5,6792,1145,662,5,550,11,0,0
149,5,6792,1145,662,5,560,9,0,2
150,5,6792,1145,662,5,562,10,1005,1
151,5,6792,1145,662,5,569,3,0,0
152,5,6792,1145,662,5,593,3,0,1
153,5,6792,1145,662,5,616,6,0,0
154,5,6792,1145,662,5,617,9,0,1
155,5,6792,1145,662,5,634,7,0,0
156,5,6792,1145,662,5,772,11,0,1
157,5,6792,1145,662,5,774,7,0,0
158,5,6792,1145,662,5,776,2,0,0
159,5,6792,1145,662,5,827,13,0,6
160,5,6792,1145,662,5,898,5,725,1
161,5,6792,1145,662,5,1134,4,0,0
162,5,6792,1145,662,5,1135,3,0,0
163,5,6792,1145,662,5,1136,1,0,2
164,5,6792,1145,662,5,1165,1,0,0
165,5,6792,1145,662,5,1199,4,0,0
166,5,6792,1145,662,5,1235,4,0,1
167,5,6792,1145,662,5,1309,2,0,3
168,5,6792,1145,662,5,1451,8,0,1
169,5,6792,1145,662,5,1491,10,0,3
170,5,6792,1145,662,5,1503,1,0,1
171,5,6792,1145,662,5,1504,4,0,0
172,5,6792,1145,662,5,1546,5,0,1
173,5,6792,1145,662,5,1551,8,0,4
174,5,6792,1145,662,5,1613,3,0,1
175,5,6792,1145,662,5,1648,18,0,1
